relativePath,category,archiveExists,currentExists,byteIdentical,archiveSha256,currentSha256,decision,action,evidence
apps/mobile/src/features/auth/components/LoginHero.tsx,mobile-source,true,true,false,6b7048a418707cd4140043fe722bc855c94a6dda52141de5f354b8deb3b4a640,c1ad7af79af8b4a5d785df0c6b19cb4ffde31968da8695ed942be93efd8a6c57,CURRENT_ACCEPTED,Keep the current LoginHero. It supersedes the archive SurfaceCard text block with the compact official Salary Hijacking brand lockup required by the user-provided login design.,"git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/auth/components/LoginHero.tsx apps/mobile/src/features/auth/components/LoginHero.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/auth/__tests__/login.components.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/auth/__tests__/login.screen-wiring.test.ts --runInBand"
apps/mobile/src/features/auth/components/PasswordRecoveryHero.tsx,mobile-source,true,true,false,ff861089bcb366208dd41ba05df9e5541be43ef35bfc18951c6fefcc0c42d923,99dcedd3843b75d4a23d261b92cc1fb800ab0232841e5384dd6de90a1d1f6f2d,CURRENT_ACCEPTED,Keep the current PasswordRecoveryHero. It preserves Korean recovery instructions and privacy-safe copy used by the current password recovery tests instead of the older generic card treatment.,"git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/auth/components/PasswordRecoveryHero.tsx apps/mobile/src/features/auth/components/PasswordRecoveryHero.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/auth/__tests__/password-recovery.components.test.tsx --runInBand,node auth UTF-8 integrity check for CJK/replacement characters"
apps/mobile/src/features/auth/components/ResetPasswordForm.tsx,mobile-source,true,true,false,562fbbc619c3502f833d889949acc68a598f1b648b46778137d1f790a9cf7c74,f67bd489884e1060892d7297124a207b97150ea6c74aee8bf377e3d7b6b5868f,CURRENT_ACCEPTED,"Keep the current ResetPasswordForm. It preserves reset token and new-password submission without rendering raw token text, matching the current password recovery security test contract.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/auth/components/ResetPasswordForm.tsx apps/mobile/src/features/auth/components/ResetPasswordForm.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/auth/__tests__/password-recovery.components.test.tsx --runInBand,node auth UTF-8 integrity check for CJK/replacement characters"
apps/mobile/src/features/auth/components/SignupAgreementCard.tsx,mobile-source,true,true,false,3638ec3650263f57e52ca7b57bf9e326f47a7b9695880a5ffe3f2b8cdcac9995,f9615a1fdb5207d1438b07e7c2edf75022ff1b4b683f1c2bbc6e33999b460e0f,CURRENT_ACCEPTED,Keep the current SignupAgreementCard. It supersedes the archive SurfaceCard with the compact reference-layout agreement row while preserving required terms/privacy state and marketing opt-in separation.,"git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/auth/components/SignupAgreementCard.tsx apps/mobile/src/features/auth/components/SignupAgreementCard.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/auth/__tests__/signup.components.test.tsx --runInBand,node auth UTF-8 integrity check for CJK/replacement characters"
apps/mobile/src/features/auth/components/SignupForm.tsx,mobile-source,true,true,false,3fc501c3bd5140fa749a3b6e702e34c3db468e462076d0722c604b576da1fc29,4f201222e0f71fb492553a6c6e7b4ecec4500b14d08fddd503ef266b29f63ec9,CURRENT_ACCEPTED,"Keep the current SignupForm. It supersedes the archive card form with reference-style id/nickname/password fields, required consent flags, marketing false by default, and password-safe submission behavior.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/auth/components/SignupForm.tsx apps/mobile/src/features/auth/components/SignupForm.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/auth/__tests__/signup.components.test.tsx --runInBand,node auth UTF-8 integrity check for CJK/replacement characters"
apps/mobile/src/features/auth/components/SignupHero.tsx,mobile-source,true,true,false,3d4fd2910e8b6747a2b90e682299314d63ed0b3948c61e65d018cee778a24e7b,43afa5a24f7461f2defa0cf4270eebbdf57997d6f8f1cab1573df5526e9eb8c2,CURRENT_ACCEPTED,Keep the current SignupHero. It supersedes the archive generic card with the compact Salary Hijacking brand lockup plus Korean signup title used by the reference signup screen.,"git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/auth/components/SignupHero.tsx apps/mobile/src/features/auth/components/SignupHero.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/auth/__tests__/signup.components.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/auth/__tests__/signup.screen-wiring.test.ts --runInBand"
apps/mobile/src/features/auth/components/SocialLoginButtons.tsx,mobile-source,true,true,false,11feaf170daa161145711bb865ead865a0396cd30f6ccad3e2a51e8bb283842c,7383405e35113d3fdb2236f3e4adcbbebc855e2d057fccbdb59d3cf97bf05ca0,CURRENT_ACCEPTED,"Keep the current SocialLoginButtons. It supersedes the archive text-button list with icon-based Naver, Kakao, Facebook visual-only, and Google buttons, plus signup and auto-login controls that match the provided login reference while preserving provider routing safety.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/auth/components/SocialLoginButtons.tsx apps/mobile/src/features/auth/components/SocialLoginButtons.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/auth/__tests__/login.components.test.tsx --runInBand,node auth UTF-8 integrity check for CJK/replacement characters"
apps/mobile/src/features/auth/components/SplashLaunchScreen.tsx,mobile-source,true,true,false,c13eb0ebb7f4eaea37fad74e97da61b3deee2fc5a8288589ada1b8d718a320e1,eb368f5f778b9efd22470fbd8b849a66340ebfaccf1dc0f295d3986e6170060d,CURRENT_ACCEPTED,"Keep the current SplashLaunchScreen. It supersedes the archive diagnostic card with the user-requested white launch screen, official Salary Hijacking brand lockup, Eureka World mark, responsive spacing, and no visible developer guard markers.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/auth/components/SplashLaunchScreen.tsx apps/mobile/src/features/auth/components/SplashLaunchScreen.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/shared/api/__tests__/app-screen-contract.test.ts --runInBand,node auth UTF-8 integrity check for CJK/replacement characters"
apps/mobile/src/config/__tests__/mobile-e2e-contract.test.ts,mobile-source,true,true,false,3fe18318be0c9eac4c2828729015eca72e8cc56a988757ae3ca011198bd45115,505851d8cadbf30f7a0540cb0b30558d4dfccc1c64be02ccc6acb8ebab203346,CURRENT_ACCEPTED,"Keep the current mobile E2E contract test. It extends the archive copy with regressions for Expo PackageList patching, direct custom-scheme Router paths, and the Android post-splash window background so cold-start and native splash regressions are caught before APK QA.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/config/__tests__/mobile-e2e-contract.test.ts apps/mobile/src/config/__tests__/mobile-e2e-contract.test.ts,corepack pnpm --filter @salary-hijacking/mobile run test -- src/config/__tests__/mobile-e2e-contract.test.ts --runInBand,node --test scripts/release/classify-merge-conflict-archive.test.mjs scripts/release/check-release-readiness.test.mjs"
apps/mobile/scripts/expo-local-android-debug-build.mjs,mobile-source,true,true,false,601e8ec34a345999d6c503f05ffcc6513873bb359997256e8554beef0398a7df,6feb3ee6260d1bd5e394d9a315f69b643ca7d2ca5f45c540dac485b7f6b16b3a,CURRENT_ACCEPTED,"Keep the current Expo local Android debug build script. It supersedes the archive copy with bundled `.tools` JDK/Android SDK discovery, stale Windows `subst` alias cleanup for `X/Y/Z`, ABI normalization, Expo PackageList patch hardening, Windows CMake prefab repair, and Reanimated CMake regeneration helpers used by the latest preview APK workflow.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/scripts/expo-local-android-debug-build.mjs apps/mobile/scripts/expo-local-android-debug-build.mjs,node --test apps/mobile/scripts/expo-local-android-debug-build.test.mjs,node --test scripts/release/classify-merge-conflict-archive.test.mjs scripts/release/check-release-readiness.test.mjs"
apps/mobile/scripts/expo-local-android-debug-build.test.mjs,mobile-source,true,true,false,5a6195450b2a5c05226a630516a8d58b7c228eb23296c73d9a76521f0758b2ed,4255c787f1a70f4676d67b4a6e3e514d4312b898dabea655becacdb4915bbcf2,CURRENT_ACCEPTED,"Keep the current Expo local Android debug build tests. They verify `.tools` discovery, stale `subst` cleanup, Windows CMake prefab repair, Reanimated CMake regeneration, ABI-filtered debug output, and no-secret local APK evidence behavior that are absent from the archive copy.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/scripts/expo-local-android-debug-build.test.mjs apps/mobile/scripts/expo-local-android-debug-build.test.mjs,node --test apps/mobile/scripts/expo-local-android-debug-build.test.mjs,node --test scripts/release/classify-merge-conflict-archive.test.mjs scripts/release/check-release-readiness.test.mjs"
apps/mobile/assets/adaptive-icon.png,generated-or-binary-evidence,true,true,false,c06da3e5cf31fa7bbf45b91bd320a882907b762db563827d6573b7853829b4fe,ee6cd2afe4d8633b1f09e8baeb0e8d40a2b991cc75ddc6265ab3bb44eeb307ef,SUPERSEDED_BY_CURRENT_EVIDENCE,Do not port runtime code; keep current tracked evidence as authoritative.,
apps/mobile/assets/favicon.png,generated-or-binary-evidence,true,true,false,610ff26453386d3c4994d55377fe00be55d38225266514264e89f5aec5c126af,e5af4ae6dc9a8a03476d0c5f8a38f70840c8584cd4ea0b0c0c2e834d959d5b75,SUPERSEDED_BY_CURRENT_EVIDENCE,Do not port runtime code; keep current tracked evidence as authoritative.,
apps/mobile/assets/icon.png,generated-or-binary-evidence,true,true,false,c06da3e5cf31fa7bbf45b91bd320a882907b762db563827d6573b7853829b4fe,81942c431ced2cc524c193743d98041074c8104a1ac7a46d53dc48681bbf5d43,SUPERSEDED_BY_CURRENT_EVIDENCE,Do not port runtime code; keep current tracked evidence as authoritative.,
apps/mobile/assets/notification-icon.png,generated-or-binary-evidence,true,true,false,37af84435150cf0338724105a32db89a215aa194c38cda88a3351c5f36705d2e,acc298ddaaea3f9854edb6eb0c697b8d2c68301c2a2bca34eb76374808aa32b8,SUPERSEDED_BY_CURRENT_EVIDENCE,Do not port runtime code; keep current tracked evidence as authoritative.,
apps/mobile/assets/splash.png,generated-or-binary-evidence,true,true,false,50c67927a60206e45555ef0b072df514c5bdc2deaeaf1a94da9e5485e2a5bdb7,957903b265cad2474b419bd8ad9956c323ce3718dfbcb26ca17d257d863cdb33,SUPERSEDED_BY_CURRENT_EVIDENCE,Do not port runtime code; keep current tracked evidence as authoritative.,
apps/mobile/app/index.tsx,mobile-source,true,true,false,999eef20cf41d85d94a5902aae04f5ffb79b9c31fc173e1c03323e4b606f529b,3ccf7ef7f2a1c2c45add1da15c5882a7ba0ac473e77fc7dd33b099230b366c86,CURRENT_ACCEPTED,"Keep the current mobile root launch route. It supersedes the archive copy by adding cold-start deep link preservation, typed launch-target resolution, screenshot capture handling, native splash hide protection, preview fallback routing, and safe login fallback without exposing raw session, token, personal, or financial data.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/app/index.tsx apps/mobile/app/index.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/shared/api/__tests__/app-screen-contract.test.ts --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/app/_layout.tsx,mobile-source,true,true,false,ed859b24ad26b0e9cbd176c13979a9e4fe75e62c3a9f6bf154f57730f7d94afe,18b7ed26d6bdfe19e86c4759b5f44acf64c51e1cd12f1c0b3ed90f3db9f8251f,CURRENT_ACCEPTED,"Keep the current root layout. It supersedes the archive copy with guarded native splash hiding, auth/bootstrap fallback handling, deep-link preservation, capture-route handling, and a safe retry UI instead of a blank app on render failure.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/app/_layout.tsx apps/mobile/app/_layout.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/shared/api/__tests__/app-screen-contract.test.ts --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/app/notifications/index.tsx,mobile-source,true,true,false,5f4b0f82c148befe7886d0d59b558f4125c7c6816f165d7a9ea2911de9026be8,42b8527421254c231e4410268d1ea88046777e0aa9b10e415324136801b08001,CURRENT_ACCEPTED,"Keep the current notifications route. It supersedes the archive copy by delegating to the independent `NotificationReferenceScreen`, wiring back/settings actions through Expo Router, and opening notification deep links with `router.push(href as never)` instead of keeping a static in-route list.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/app/notifications/index.tsx apps/mobile/app/notifications/index.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/notifications/__tests__/notifications.screen-wiring.test.ts --runInBand,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/notifications/__tests__/notifications.launch-readiness.test.tsx --runInBand"
apps/mobile/app/community/write.tsx,mobile-source,true,true,false,82e10490d7e27d20c7f90fef0917b3b921560fc6caecced968a240157cb1a09b,1c99e917c4d30233a52ef1680f1952e9b67b3db775c438e5c4772fd7de840b66,CURRENT_ACCEPTED,"Keep the current community write route. It uses AppShell/AppHeader, CommunityWriteForm, useCommunityWrite, SecureStore-backed draft persistence, authenticated mobile API publishing, idempotency guard, and raw financial data guard.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/app/community/write.tsx apps/mobile/app/community/write.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/community/__tests__/community.components.test.tsx src/features/community/__tests__/community.feature-components.test.tsx src/features/community/__tests__/community.screen-wiring.test.ts src/features/community/__tests__/community-detail-routes.screen-wiring.test.ts src/features/community/__tests__/community.write-hook.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/app/community/[postId].tsx,mobile-source,true,true,false,afb7b8b0b36c1900c386df1938c8dfb6e71face3b7798559fa94a57fffd0f11d,c6881e6d73c09bd88cc4075f6ad49a6ef90b6d1fc53b6eb326be31f8bd8d36e2,CURRENT_ACCEPTED,"Keep the current community detail route. It uses the authenticated mobile community service, no route-local sample data, post/comment components, contextual ad disclosure, report-policy guard, and API-backed likes/comments/reports.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/app/community/[postId].tsx apps/mobile/app/community/[postId].tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/community/__tests__/community.components.test.tsx src/features/community/__tests__/community.feature-components.test.tsx src/features/community/__tests__/community.screen-wiring.test.ts src/features/community/__tests__/community-detail-routes.screen-wiring.test.ts src/features/community/__tests__/community.write-hook.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/app/capture/[screen].tsx,mobile-source,true,true,false,4d5fc836ee001f22c152b3a525bbe8b0e27520858c57f0a3f4495aa5d5348f72,64ef48f3e8b7264e72fe0d4f1d174b9a080460a9e4051a315e2bd70706a4eb63,CURRENT_ACCEPTED,Keep the current capture route. It preserves the typed 17-screen capture registry and rejects unsupported capture params so screenshot evidence routes remain deterministic.,"git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/app/capture/[screen].tsx apps/mobile/app/capture/[screen].tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/shared/api/__tests__/app-screen-contract.test.ts --runInBand,corepack pnpm --filter @salary-hijacking/mobile run export:web"
apps/mobile/app/(tabs)/_layout.tsx,mobile-source,true,true,false,7c10783cdc72aa7c83bd4be8f076af49ce5f016cb40b9ad627c5e8a641c8d86e,7a5ff7fa5bd2187e64669d31056962e575e0f7cb34ad1f903f8a1bbf23a293d5,CURRENT_ACCEPTED,"Keep the current tabs layout. It preserves the verified Expo Router child route names, safe-area-aware tab height, static bottom-tab image assets, Korean visible labels, and privacy-boundary accessibility labels; a new contract guard keeps Korean tab copy from regressing.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/app/(tabs)/_layout.tsx apps/mobile/app/(tabs)/_layout.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/shared/api/__tests__/app-screen-contract.test.ts --runInBand --testNamePattern ""primary tab visible copy"",corepack pnpm --filter @salary-hijacking/mobile run export:web"
apps/mobile/app/(tabs)/salary/index.tsx,mobile-source,true,true,false,23ebb3711f4b82e846c6352c9241a3542d6b88f1b3b0ce503fb1b226a2fd96e6,3c1a633e4c69a23445b0e003511a023d7bb6434e122f7a88a304ac073f50508e,CURRENT_ACCEPTED,Keep the current Salary tab route. It routes to SalaryHomeReferenceScreen with the PDF-derived salary home contract and keeps the salary summary API boundary instead of restoring the older route-local fallback implementation.,"git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/app/(tabs)/salary/index.tsx apps/mobile/app/(tabs)/salary/index.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/salary/__tests__/salary.screen-wiring.test.ts --runInBand,corepack pnpm --filter @salary-hijacking/mobile run export:web"
apps/mobile/app/(tabs)/profile/index.tsx,mobile-source,true,true,false,74be2e4f3ac2f4d76d8c0d6bd14c530fed15a19a49d380ad758afedb00257f32,bef9da6aba432a3b3558302a9e9e70828f714b1cb4087cdde4c10a8811f444ff,CURRENT_ACCEPTED,"Keep the current MY tab route. It preserves ProfileHeader/ProfileStatGrid/ProfileMenuCard wiring, profile privacy API boundaries, logout/withdrawal request routing, and current Korean profile surface contracts.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/app/(tabs)/profile/index.tsx apps/mobile/app/(tabs)/profile/index.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/shared/api/__tests__/app-screen-contract.test.ts --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/app/(tabs)/plan/index.tsx,mobile-source,true,true,false,97f5000222f57123a62358df7897010333dc0541d70c603756ecff3ecd63110f,3dc607afaa6d9514e8aeacf83931775a3903a9d4c57e3578857f8ad40c44a591,CURRENT_ACCEPTED,Keep the current Plan tab route. It delegates to PlanReferenceScreen and preserves the fixed-expense/savings API boundaries and current reference UI contract rather than the archive route-local table implementation.,"git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/app/(tabs)/plan/index.tsx apps/mobile/app/(tabs)/plan/index.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/plan/__tests__/plan.screen-wiring.test.ts --runInBand,corepack pnpm --filter @salary-hijacking/mobile run export:web"
apps/mobile/app/(tabs)/level/index.tsx,mobile-source,true,true,false,e6e9cc248695ee2704e7d1315e90d3966ab637cc7347f765a994bece92d5b6bd,065a76e05c6cfa14f594ef80ff85b6b6ab8bcd3e3067953f99b94665c881e907,CURRENT_ACCEPTED,"Keep the current LV UP tab route. It renders the current feature components and growth dashboard normalization boundary, preserving action navigation and XP feedback wiring that are absent or older in the archive copy.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/app/(tabs)/level/index.tsx apps/mobile/app/(tabs)/level/index.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/level/__tests__/level.screen-wiring.test.ts --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/app/(tabs)/community/index.tsx,mobile-source,true,true,false,690cf62bbd1aa65e216e8a33d83db7ef7d4dad7290492d80aef2ebdeadf64e7c,3078f4e14bf96cc0bf4820f1b6b226fd96c4f7fa0b73796512c3733f685cd58b,CURRENT_ACCEPTED,"Keep the current Community tab route. It preserves the current board tab state, compose bottom sheet, popular post section, validation flow, and write-route navigation instead of reverting to the older archive feed wiring.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/app/(tabs)/community/index.tsx apps/mobile/app/(tabs)/community/index.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/community/__tests__/community.screen-wiring.test.ts --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/app/(auth)/login.tsx,mobile-source,true,true,false,ba18499782f3245899e9cdede84ff3004db6070e10167e8bc49f97d48634e3ab,e8a3191d294c3bd0146603d9de1b36413e29423799a6c13cab7f0d2282077f47,CURRENT_ACCEPTED,"Keep the current login route. It supersedes the archive AppShell-only route with the PDF-derived AuthVisualFrame layout, responsive vertical spacing, reference Salary Hijacking brand lockup, social login icons, signup navigation, Eureka World mark, and keyboard/safe-area aware screen wiring.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/app/(auth)/login.tsx apps/mobile/app/(auth)/login.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/auth/__tests__/login.components.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/auth/__tests__/login.screen-wiring.test.ts --runInBand"
apps/mobile/app/(auth)/signup.tsx,mobile-source,true,true,false,314f70986d18e62d6c0864ce049683508411aa0db0d8358aaf43a997e6cd45df,5dfce2d3f4febaa44d325adfab22ea8b755a6a1493f2b36013805eafd1bb3720,CURRENT_ACCEPTED,"Keep the current signup route. It supersedes the archive AppShell-only route with the same responsive AuthVisualFrame reference layout, Salary Hijacking brand system, signup form, agreement status, and Eureka World mark required for the first-run auth flow.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/app/(auth)/signup.tsx apps/mobile/app/(auth)/signup.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/auth/__tests__/signup.components.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/auth/__tests__/signup.screen-wiring.test.ts --runInBand"
apps/admin/tests/unit/growth-content-page.test.ts,admin-source,true,true,false,cc6da13715ad53b026f9130df499106bdd77a2140eccd6f031db06d48166a9b6,be850020cdc43091fc4b2c783d287a43d54c3e364a860c61a3a88630f2c4f86b,CURRENT_ACCEPTED,Keep the current Admin growth-content page test. It is stricter than the archive test and prevents the older content type/status/difficulty taxonomy from returning.,"git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/admin/tests/unit/growth-content-page.test.ts apps/admin/tests/unit/growth-content-page.test.ts,corepack pnpm --filter @salary-hijacking/admin test -- growth-content-page.test.ts,node --test scripts/release/classify-merge-conflict-archive.test.mjs scripts/release/check-release-readiness.test.mjs"
apps/admin/src/app/growth-content/page.tsx,admin-source,true,true,false,455560b3f84af7a685e34ca604adecc19b052c248e88ca6f49d72a663c8ee17c,8158b0c49c2cc8789ea9e31d1429ffd755e32fdf979334dc97b724db964bbea2,CURRENT_ACCEPTED,"Keep the current Admin LV UP content page. It supersedes the archive copy by using the current `READING/NEWS/ENGLISH/HEALTH`, `DRAFT/REVIEW/PUBLISHED/ARCHIVED`, and `EASY/NORMAL/HARD/EXTREME` taxonomy instead of the older `EXERCISE`, `IN_REVIEW`, `APPROVED`, and beginner/intermediate/advanced labels.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/admin/src/app/growth-content/page.tsx apps/admin/src/app/growth-content/page.tsx,corepack pnpm --filter @salary-hijacking/admin test -- growth-content-page.test.ts,node --test scripts/release/classify-merge-conflict-archive.test.mjs scripts/release/check-release-readiness.test.mjs"
